home_score,away_score,point_differential,total_points,close_game,week,season_progress,playoff,division_game,overtime,spread_line,underdog_game,favorite_won,home_wins,away_wins,record_differential,combined_wins,rivalry_games,rivalry_intensity,has_qb_data,indoor_game,has_weather
17,44,-27,61,0,17,1.0,0,1,0,-6.0,0,0,4,11,-7,15,0,0.0,0,0,1
30,20,10,50,0,17,1.0,0,1,0,9.0,1,0,11,11,0,22,0,0.0,0,0,1
10,27,-17,37,0,17,1.0,0,1,0,-7.5,1,0,2,10,-8,12,0,0.0,0,0,1
23,17,6,40,1,17,1.0,0,1,0,8.5,1,0,8,3,5,11,0,0.0,0,1,0
20,23,-3,43,1,17,1.0,0,1,0,-6.0,0,0,2,6,-4,8,0,0.0,0,0,1
24,37,-13,61,0,17,1.0,0,1,0,7.0,1,1,8,3,5,11,0,0.0,0,0,1
47,14,33,61,0,17,1.0,0,1,0,16.5,1,0,11,3,8,14,0,0.0,0,0,1
26,34,-8,60,0,17,1.0,0,1,0,-1.0,0,0,6,9,-3,15,0,0.0,0,0,1
19,7,12,26,0,17,1.0,0,1,0,3.0,0,0,8,9,-1,17,0,0.0,0,0,1
20,6,14,26,0,17,1.0,0,1,0,11.0,1,0,11,6,5,17,0,0.0,0,0,1
27,16,11,43,0,18,1.0588235294117647,1,0,0,5.5,0,0,8,11,-3,19,0,0.0,0,0,1
17,30,-13,47,0,18,1.0588235294117647,1,1,0,3.0,0,1,11,10,1,21,0,0.0,0,0,1
26,10,16,36,0,18,1.0588235294117647,1,0,0,3.5,0,0,11,10,1,21,0,0.0,0,1,0
24,20,4,44,1,18,1.0588235294117647,1,0,0,6.0,0,0,12,11,1,23,0,0.0,0,1,0
35,31,4,66,1,19,1.1176470588235294,1,0,0,7.0,1,0,12,11,1,23,0,0.0,0,0,1
31,17,14,48,0,19,1.1176470588235294,1,0,0,13.5,1,0,12,9,3,21,0,0.0,0,0,1
26,21,5,47,1,19,1.1176470588235294,1,0,0,5.5,0,0,12,13,-1,25,0,0.0,0,0,1
13,24,-11,37,0,19,1.1176470588235294,1,0,0,9.5,1,1,12,12,0,24,0,0.0,0,0,1
28,22,6,50,1,20,1.1764705882352942,1,0,1,8.5,1,0,13,13,0,26,0,0.0,0,0,1
45,7,38,52,0,20,1.1764705882352942,1,0,0,7.0,1,0,13,13,0,26,0,0.0,0,0,1
24,28,-4,52,1,21,1.2352941176470589,1,0,0,-1.0,0,0,14,14,0,28,0,0.0,0,1,0
28,21,7,49,1,1,0.058823529411764705,0,0,0,7.5,1,0,0,0,0,0,0,0.0,0,0,1
19,13,6,32,1,1,0.058823529411764705,0,0,0,4.5,0,0,0,0,0,0,0,0.0,0,0,1
9,20,-11,29,0,1,0.058823529411764705,0,0,0,-3.0,0,0,0,0,0,0,0,0.0,0,0,1
13,33,-20,46,0,1,0.058823529411764705,0,0,0,-3.0,0,0,0,0,0,0,0,0.0,0,0,1
31,10,21,41,0,1,0.058823529411764705,0,0,0,3.5,0,0,0,0,0,0,0,0.0,0,0,1
33,28,5,61,1,1,0.058823529411764705,0,0,0,3.5,0,0,0,0,0,0,0,0.0,0,0,1
23,31,-8,54,0,1,0.058823529411764705,0,1,0,-5.5,0,0,0,0,0,0,2,0.04,0,0,1
27,14,13,41,0,1,0.058823529411764705,0,0,0,-1.0,0,1,0,0,0,0,0,0.0,0,0,1
20,27,-7,47,1,1,0.058823529411764705,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,0,1,0
10,17,-7,27,1,1,0.058823529411764705,0,0,0,-4.0,0,0,0,0,0,0,0,0.0,0,0,1
31,19,12,50,0,1,0.058823529411764705,0,0,0,2.0,0,0,0,0,0,0,0,0.0,0,1,0
27,26,1,53,1,1,0.058823529411764705,0,1,0,7.0,1,0,0,0,0,0,2,0.04,0,1,0
34,31,3,65,1,1,0.058823529411764705,0,1,1,-3.5,0,1,0,0,0,0,2,0.04,0,1,0
14,42,-28,56,0,1,0.058823529411764705,0,0,0,3.0,0,1,0,0,0,0,0,0.0,0,0,1
20,3,17,23,0,1,0.058823529411764705,0,0,0,-2.5,0,1,0,0,0,0,0,0.0,0,0,1
26,24,2,50,1,1,0.058823529411764705,0,0,0,-3.5,0,1,0,0,0,0,0,0.0,0,1,0
24,31,-7,55,1,2,0.11764705882352941,0,1,0,3.0,0,1,1,1,0,2,2,0.04,0,0,1
23,48,-25,71,0,2,0.11764705882352941,0,0,0,-2.0,0,0,0,1,-1,1,0,0.0,0,0,1
20,24,-4,44,1,2,0.11764705882352941,0,0,0,2.0,0,1,0,1,-1,1,1,0.02,0,0,1
37,33,4,70,1,2,0.11764705882352941,0,0,0,-6.0,0,1,0,0,0,0,0,0.0,0,0,1
10,20,-10,30,0,2,0.11764705882352941,0,1,0,7.0,1,1,0,1,-1,1,2,0.04,0,0,1
26,16,10,42,0,2,0.11764705882352941,0,1,0,2.5,0,0,0,0,0,0,2,0.04,0,0,1
24,17,7,41,1,2,0.11764705882352941,0,0,0,3.0,0,0,1,0,1,1,0,0.0,0,0,1
23,20,3,43,1,2,0.11764705882352941,0,0,0,-5.0,0,1,0,1,-1,1,1,0.02,0,0,1
32,40,-8,72,0,2,0.11764705882352941,0,1,0,2.0,0,1,1,1,0,2,2,0.04,0,0,1
24,19,5,43,1,2,0.11764705882352941,0,0,0,3.5,0,0,1,1,0,2,0,0.0,0,0,1
27,17,10,44,0,2,0.11764705882352941,0,0,0,3.5,0,0,1,0,1,1,2,0.04,0,0,1
43,18,25,61,0,2,0.11764705882352941,0,0,0,6.0,0,0,0,1,-1,1,0,0.0,0,0,1
24,10,14,34,0,2,0.11764705882352941,0,0,0,-3.0,0,1,0,1,-1,1,1,0.02,0,0,1
19,26,-7,45,1,2,0.11764705882352941,0,1,0,9.5,1,1,0,0,0,0,2,0.04,0,1,0
28,14,14,42,0,2,0.11764705882352941,0,0,0,1.0,0,0,0,1,-1,1,1,0.02,0,0,1
7,20,-13,27,0,2,0.11764705882352941,0,0,0,6.0,0,1,0,1,-1,1,0,0.0,0,1,0
32,21,11,53,0,3,0.17647058823529413,0,1,0,3.0,0,0,0,1,-1,1,2,0.04,0,0,1
28,39,-11,67,0,3,0.17647058823529413,0,0,0,1.0,0,1,2,2,0,4,0,0.0,0,1,0
14,41,-27,55,0,3,0.17647058823529413,0,1,0,1.0,0,1,1,1,0,2,2,0.04,0,0,1
26,0,26,26,0,3,0.17647058823529413,0,0,0,16.5,1,0,0,0,0,0,0,0.0,0,0,1
24,28,-4,52,1,3,0.17647058823529413,0,1,0,2.5,0,1,0,2,-2,2,2,0.04,0,0,1
12,24,-12,36,0,3,0.17647058823529413,0,0,0,-3.0,0,0,0,2,-2,2,0,0.0,0,1,0
33,35,-2,68,1,3,0.17647058823529413,0,1,0,-3.0,0,0,1,0,1,1,2,0.04,0,0,1
51,17,34,68,0,3,0.17647058823529413,0,0,0,14.5,1,0,2,1,1,3,0,0.0,0,0,1
27,22,5,49,1,3,0.17647058823529413,0,1,0,10.0,1,0,2,0,2,2,2,0.04,0,0,1
20,27,-7,47,1,3,0.17647058823529413,0,0,0,3.5,0,1,1,1,0,2,1,0.02,0,0,1
17,24,-7,41,1,3,0.17647058823529413,0,0,0,3.0,0,1,2,0,2,2,0,0.0,0,0,1
6,12,-6,18,1,3,0.17647058823529413,0,0,0,1.5,0,1,1,1,0,2,0,0.0,0,1,0
31,14,17,45,0,3,0.17647058823529413,0,0,0,2.5,0,0,1,1,0,2,0,0.0,0,0,1
47,7,40,54,0,3,0.17647058823529413,0,1,0,7.0,1,0,2,1,1,3,2,0.04,0,1,0
19,9,10,28,0,3,0.17647058823529413,0,0,0,6.0,0,0,0,1,-1,1,0,0.0,0,1,0
38,28,10,66,0,3,0.17647058823529413,0,0,0,4.5,0,0,2,1,1,3,0,0.0,0,0,1
20,23,-3,43,1,4,0.23529411764705882,0,1,1,-3.0,0,0,2,0,2,2,3,0.06,0,0,1
23,37,-14,60,0,4,0.23529411764705882,0,1,0,-3.0,0,0,1,3,-2,4,2,0.04,0,0,1
30,27,3,57,1,4,0.23529411764705882,0,0,0,4.5,0,0,1,1,0,2,0,0.0,0,0,1
26,20,6,46,1,4,0.23529411764705882,0,0,1,3.0,0,0,0,2,-2,2,1,0.02,0,1,0
3,17,-14,20,0,4,0.23529411764705882,0,0,0,-7.5,1,0,1,3,-2,4,0,0.0,0,0,1
48,21,27,69,0,4,0.23529411764705882,0,0,0,4.0,0,0,3,1,2,4,0,0.0,0,1,0
16,13,3,29,1,4,0.23529411764705882,0,1,1,4.0,0,0,1,1,0,2,2,0.04,0,0,0
36,21,15,57,0,4,0.23529411764705882,0,0,0,3.5,0,0,3,1,2,4,0,0.0,0,0,1
23,20,3,43,1,4,0.23529411764705882,0,0,0,7.0,1,0,3,2,1,5,0,0.0,0,0,1
10,24,-14,34,0,4,0.23529411764705882,0,0,0,6.0,0,1,2,1,1,3,0,0.0,0,0,1
14,27,-13,41,0,4,0.23529411764705882,0,1,0,-2.5,0,0,1,2,-1,3,2,0.04,0,0,1
22,20,2,42,1,4,0.23529411764705882,0,0,0,-3.0,0,1,0,2,-2,2,0,0.0,0,0,1
23,20,3,43,1,4,0.23529411764705882,0,1,0,-3.0,0,1,1,1,0,2,2,0.04,0,0,1
22,24,-2,46,1,4,0.23529411764705882,0,1,0,7.0,1,1,3,1,2,4,2,0.04,0,1,0
13,10,3,23,1,4,0.23529411764705882,0,0,0,10.0,1,0,1,0,1,1,0,0.0,0,0,1
20,27,-7,47,1,5,0.29411764705882354,0,1,0,4.5,0,1,1,2,-1,3,2,0.04,0,1,0
17,42,-25,59,0,5,0.29411764705882354,0,0,0,-4.5,0,0,0,3,-3,3,1,0.02,0,1,0
13,14,-1,27,1,5,0.29411764705882354,0,0,0,1.0,0,1,1,2,-1,3,0,0.0,0,0,1
17,18,-1,35,1,5,0.29411764705882354,0,0,0,10.0,1,1,1,1,0,2,0,0.0,0,0,1
30,33,-3,63,1,5,0.29411764705882354,0,1,1,6.0,0,1,1,1,0,2,2,0.04,0,0,1
10,16,-6,26,1,5,0.29411764705882354,0,1,0,-5.0,0,0,2,4,-2,6,2,0.04,0,0,1
38,31,7,69,1,5,0.29411764705882354,0,0,0,1.0,0,0,1,1,0,2,0,0.0,0,0,1
6,30,-24,36,0,5,0.29411764705882354,0,0,0,-8.0,1,0,2,3,-1,5,0,0.0,0,1,0
39,17,22,56,0,5,0.29411764705882354,0,0,0,6.5,0,0,1,1,0,2,0,0.0,0,0,1
27,24,3,51,1,5,0.29411764705882354,0,0,1,3.0,0,0,4,2,2,6,0,0.0,0,0,1
30,27,3,57,1,5,0.29411764705882354,0,0,0,7.5,1,0,2,1,1,3,1,0.02,0,0,1
24,10,14,34,0,5,0.29411764705882354,0,0,0,8.5,1,0,4,2,2,6,0,0.0,0,0,1
25,19,6,44,1,5,0.29411764705882354,0,0,1,7.5,1,0,4,2,2,6,0,0.0,0,1,0
20,24,-4,44,1,5,0.29411764705882354,0,0,0,4.0,0,1,2,2,0,4,0,0.0,0,0,1
31,21,10,52,0,6,0.35294117647058826,0,1,0,-3.0,0,1,1,5,-4,6,2,0.04,0,1,0
25,13,12,38,0,6,0.35294117647058826,0,0,0,-5.5,0,1,3,4,-1,7,0,0.0,0,0,1
25,20,5,45,1,6,0.35294117647058826,0,0,0,-2.5,0,1,1,1,0,2,0,0.0,0,0,1
23,27,-4,50,1,6,0.35294117647058826,0,0,0,7.0,1,1,2,4,-2,6,2,0.04,0,0,1
37,34,3,71,1,6,0.35294117647058826,0,1,1,3.5,0,0,0,2,-2,2,2,0.04,0,1,0
21,34,-13,55,0,6,0.35294117647058826,0,0,0,-3.0,0,0,3,5,-2,8,0,0.0,0,0,1
23,26,-3,49,1,6,0.35294117647058826,0,0,1,-3.5,0,0,2,5,-3,7,0,0.0,0,0,1
20,31,-11,51,0,6,0.35294117647058826,0,1,0,2.5,0,1,1,1,0,2,2,0.04,0,0,1
16,10,6,26,1,6,0.35294117647058826,0,0,0,3.5,0,0,2,1,1,3,0,0.0,0,0,1
10,38,-28,48,0,6,0.35294117647058826,0,0,0,2.5,0,1,1,1,0,2,0,0.0,0,0,1
27,34,-7,61,1,6,0.35294117647058826,0,0,0,-8.0,1,0,3,4,-1,7,2,0.04,0,1,0
27,20,7,47,1,6,0.35294117647058826,0,0,0,10.5,1,0,5,2,3,7,0,0.0,0,0,1
34,20,14,54,0,6,0.35294117647058826,0,0,0,7.5,1,0,3,2,1,5,0,0.0,0,0,1
27,7,20,34,0,6,0.35294117647058826,0,1,0,3.5,0,0,2,3,-1,5,2,0.04,0,0,1
3,20,-17,23,0,7,0.4117647058823529,0,1,0,-6.5,0,0,2,2,0,4,2,0.04,0,0,1
7,10,-3,17,1,7,0.4117647058823529,0,0,0,-5.5,0,0,1,5,-4,6,0,0.0,0,0,1
34,31,3,65,1,7,0.4117647058823529,0,0,0,-3.5,0,1,1,3,-2,4,0,0.0,0,0,1
24,6,18,30,0,7,0.4117647058823529,0,0,0,6.5,0,0,2,2,0,4,0,0.0,0,1,0
27,20,7,47,1,7,0.4117647058823529,0,1,0,3.0,0,0,3,2,1,5,2,0.04,0,0,1
44,26,18,70,0,7,0.4117647058823529,0,0,0,4.5,0,0,2,2,0,4,0,0.0,0,0,1
19,28,-9,47,0,7,0.4117647058823529,0,1,0,1.0,0,1,1,3,-2,4,2,0.04,0,1,0
21,27,-6,48,1,7,0.4117647058823529,0,0,0,5.5,0,1,3,2,1,5,0,0.0,0,0,0
30,23,7,53,1,7,0.4117647058823529,0,1,0,7.0,1,0,5,4,1,9,2,0.04,0,0,1
29,37,-8,66,0,7,0.4117647058823529,0,1,0,3.5,0,1,2,2,0,4,2,0.04,0,0,1
27,16,11,43,0,7,0.4117647058823529,0,0,0,3.0,0,0,5,3,2,8,1,0.02,0,0,1
23,13,10,36,0,7,0.4117647058823529,0,0,0,4.0,0,0,1,4,-3,5,1,0.02,0,0,1
31,30,1,61,1,7,0.4117647058823529,0,0,0,3.0,0,0,2,2,0,4,1,0.02,0,0,1
26,18,8,44,0,7,0.4117647058823529,0,0,0,10.0,1,0,4,1,3,5,0,0.0,0,1,0
36,7,29,43,0,8,0.47058823529411764,0,1,0,8.0,1,0,6,3,3,9,2,0.04,0,0,1
20,34,-14,54,0,8,0.47058823529411764,0,0,0,-7.0,1,0,2,5,-3,7,0,0.0,0,0,1
10,16,-6,26,1,8,0.47058823529411764,0,1,0,1.0,0,1,4,6,-2,10,2,0.04,0,0,1
45,10,35,55,0,8,0.47058823529411764,0,0,0,3.0,0,0,2,1,1,3,0,0.0,0,0,1
29,10,19,39,0,8,0.47058823529411764,0,0,0,-2.5,0,1,6,6,0,12,0,0.0,0,0,1
20,23,-3,43,1,8,0.47058823529411764,0,1,0,-1.0,0,0,2,4,-2,6,2,0.04,0,0,1
52,49,3,101,1,8,0.47058823529411764,0,0,0,3.0,0,0,3,4,-1,7,0,0.0,0,1,0
34,20,14,54,0,8,0.47058823529411764,0,0,0,-3.0,0,1,3,4,-1,7,1,0.02,0,0,1
29,26,3,55,1,8,0.47058823529411764,0,0,0,4.5,0,0,1,2,-1,3,1,0.02,0,0,1
12,13,-1,25,1,8,0.47058823529411764,0,0,0,-4.5,0,0,2,3,-1,5,1,0.02,0,1,0
27,6,21,33,0,8,0.47058823529411764,0,1,0,8.0,1,0,3,2,1,5,2,0.04,0,1,0
20,23,-3,43,1,8,0.47058823529411764,0,1,1,8.0,1,1,6,2,4,8,2,0.04,0,1,0
20,6,14,26,0,8,0.47058823529411764,0,1,0,3.5,0,0,2,1,1,3,2,0.04,0,1,0
29,26,3,55,1,8,0.47058823529411764,0,0,1,5.0,0,0,6,3,3,9,0,0.0,0,0,1
31,10,21,41,0,9,0.5294117647058824,0,1,0,13.0,1,0,7,2,5,9,2,0.04,0,0,1
17,16,1,33,1,9,0.5294117647058824,0,0,0,-9.5,1,1,2,6,-4,8,0,0.0,0,0,1
27,24,3,51,1,9,0.5294117647058824,0,0,0,-3.5,0,1,3,7,-4,10,2,0.04,0,0,0
37,29,8,66,0,9,0.5294117647058824,0,0,0,-2.0,0,1,7,6,1,13,1,0.02,0,0,1
28,23,5,51,1,9,0.5294117647058824,0,0,0,7.5,1,0,4,2,2,6,0,0.0,0,0,1
33,17,16,50,0,9,0.5294117647058824,0,1,0,4.0,0,0,3,3,0,6,2,0.04,0,0,1
18,32,-14,50,0,9,0.5294117647058824,0,0,0,-1.5,0,0,3,4,-1,7,0,0.0,0,0,1
38,35,3,73,1,9,0.5294117647058824,0,0,0,6.0,0,0,4,4,0,8,0,0.0,0,0,1
27,33,-6,60,1,9,0.5294117647058824,0,1,1,-3.0,0,0,2,3,-1,5,2,0.04,0,1,0
21,18,3,39,1,9,0.5294117647058824,0,0,1,2.0,0,0,5,4,1,9,1,0.02,0,0,1
28,34,-6,62,1,9,0.5294117647058824,0,0,1,7.0,1,1,4,1,3,5,0,0.0,0,1,0
27,10,17,37,0,9,0.5294117647058824,0,0,0,13.5,1,0,7,3,4,10,0,0.0,0,0,1
19,22,-3,41,1,9,0.5294117647058824,0,0,0,3.5,0,1,2,2,0,4,0,0.0,0,0,1
17,22,-5,39,1,10,0.5882352941176471,0,1,0,2.5,0,1,5,4,1,9,2,0.04,0,0,1
32,39,-7,71,1,10,0.5882352941176471,0,1,0,3.0,0,1,4,6,-2,10,2,0.04,0,0,1
10,27,-17,37,0,10,0.5882352941176471,0,0,0,-3.5,0,0,2,8,-6,10,0,0.0,0,0,1
13,37,-24,50,0,10,0.5882352941176471,0,0,0,7.5,1,1,4,3,1,7,0,0.0,0,1,0
30,9,21,39,0,10,0.5882352941176471,0,1,0,7.0,1,0,5,2,3,7,2,0.04,0,0,1
10,6,4,16,1,10,0.5882352941176471,0,0,0,-1.0,0,1,3,2,1,5,0,0.0,0,0,1
16,18,-2,34,1,10,0.5882352941176471,0,1,0,10.5,1,1,6,1,5,7,2,0.04,0,0,1
20,22,-2,42,1,10,0.5882352941176471,0,0,0,4.0,0,1,2,2,0,4,1,0.02,0,0,1
13,29,-16,42,0,10,0.5882352941176471,0,1,0,4.0,0,1,7,3,4,10,2,0.04,0,0,1
19,20,-1,39,1,10,0.5882352941176471,0,0,0,5.5,0,1,4,3,1,7,0,0.0,0,0,1
14,30,-16,44,0,10,0.5882352941176471,0,0,0,3.0,0,1,4,6,-2,10,0,0.0,0,0,1
26,27,-1,53,1,10,0.5882352941176471,0,0,0,-7.0,1,0,5,8,-3,13,0,0.0,0,0,1
47,14,33,61,0,10,0.5882352941176471,0,0,0,-1.0,0,1,3,4,-1,7,0,0.0,0,0,1
6,10,-4,16,1,10,0.5882352941176471,0,0,0,10.0,1,1,8,3,5,11,1,0.02,0,0,1
19,13,6,32,1,11,0.6470588235294118,0,1,0,3.0,0,0,3,2,1,5,2,0.04,0,0,1
34,31,3,65,1,11,0.6470588235294118,0,0,0,4.0,0,0,7,8,-1,15,0,0.0,0,1,0
14,24,-10,38,0,11,0.6470588235294118,0,0,0,-2.5,0,0,4,2,2,6,0,0.0,0,0,1
15,17,-2,32,1,11,0.6470588235294118,0,0,0,-2.5,0,0,4,7,-3,11,0,0.0,0,0,1
13,30,-17,43,0,11,0.6470588235294118,0,1,0,-1.0,0,0,7,6,1,13,2,0.04,0,0,1
21,24,-3,45,1,11,0.6470588235294118,0,0,0,3.5,0,1,6,4,2,10,0,0.0,0,1,0
3,33,-30,36,0,11,0.6470588235294118,0,1,0,-3.0,0,0,2,4,-2,6,2,0.04,0,0,1
24,17,7,41,1,11,0.6470588235294118,0,0,0,-4.0,0,1,4,5,-1,9,0,0.0,0,1,0
18,13,5,31,1,11,0.6470588235294118,0,0,0,-2.0,0,1,2,4,-2,6,0,0.0,0,1,0
29,13,16,42,0,11,0.6470588235294118,0,1,0,14.0,1,0,4,3,1,7,2,0.04,0,0,1
16,13,3,29,1,11,0.6470588235294118,0,0,0,3.0,0,0,2,4,-2,6,0,0.0,0,0,1
17,45,-28,62,0,11,0.6470588235294118,0,0,0,7.0,1,1,4,4,0,8,0,0.0,0,0,1
44,16,28,60,0,11,0.6470588235294118,0,0,0,7.0,1,0,9,4,5,13,0,0.0,0,0,1
20,13,7,33,1,11,0.6470588235294118,0,1,0,7.0,1,0,9,5,4,14,2,0.04,0,0,1
14,33,-19,47,0,12,0.7058823529411765,0,0,0,-1.0,0,0,3,10,-7,13,0,0.0,0,1,0
13,17,-4,30,1,12,0.7058823529411765,0,1,0,7.5,1,1,7,4,3,11,2,0.04,0,0,1
45,14,31,59,0,12,0.7058823529411765,0,0,0,3.0,0,0,3,4,-1,7,0,0.0,0,1,0
13,19,-6,32,1,12,0.7058823529411765,0,1,0,-7.5,1,0,3,8,-5,11,2,0.04,0,0,1
30,22,8,52,0,12,0.7058823529411765,0,0,0,4.5,0,0,5,5,0,10,1,0.02,0,0,1
38,20,18,58,0,12,0.7058823529411765,0,1,0,4.5,0,0,5,4,1,9,2,0.04,0,0,1
10,20,-10,30,0,12,0.7058823529411765,0,0,0,2.0,0,1,6,7,-1,13,1,0.02,0,1,0
30,24,6,54,1,12,0.7058823529411765,0,0,1,-2.5,0,1,8,10,-2,18,1,0.02,0,0,1
24,6,18,30,0,12,0.7058823529411765,0,0,0,3.5,0,0,5,4,1,9,0,0.0,0,1,0
20,14,6,34,1,12,0.7058823529411765,0,1,0,-1.0,0,1,4,5,-1,9,2,0.04,0,0,1
21,24,-3,45,1,12,0.7058823529411765,0,0,0,-1.0,0,0,2,4,-2,6,0,0.0,0,0,1
39,30,9,69,0,12,0.7058823529411765,0,0,0,3.0,0,0,5,6,-1,11,0,0.0,0,0,1
25,31,-6,56,1,12,0.7058823529411765,0,0,0,5.0,0,1,4,2,2,6,1,0.02,0,0,1
31,7,24,38,0,12,0.7058823529411765,0,0,0,10.5,1,0,8,4,4,12,0,0.0,0,0,1
25,12,13,37,0,12,0.7058823529411765,0,0,0,3.0,0,0,5,5,0,10,0,0.0,0,1,0
27,33,-6,60,1,12,0.7058823529411765,0,1,0,6.0,0,1,2,3,-1,5,2,0.04,0,0,1
23,27,-4,50,1,13,0.7647058823529411,0,1,0,-2.5,0,0,4,7,-3,11,2,0.04,0,1,0
3,27,-24,30,0,13,0.7647058823529411,0,1,0,-3.5,0,0,4,9,-5,13,2,0.04,0,1,0
23,19,4,42,1,13,0.7647058823529411,0,1,0,1.0,0,0,5,6,-1,11,2,0.04,0,0,1
15,13,2,28,1,13,0.7647058823529411,0,0,0,3.5,0,0,4,4,0,8,1,0.02,0,0,1
38,41,-3,79,1,13,0.7647058823529411,0,1,0,-5.5,0,0,4,11,-7,15,2,0.04,0,1,0
3,37,-34,40,0,13,0.7647058823529411,0,1,0,-7.5,1,0,2,9,-7,11,2,0.04,0,0,1
3,17,-14,20,0,13,0.7647058823529411,0,1,0,-6.0,0,0,3,9,-6,12,2,0.04,0,0,1
30,21,9,51,0,13,0.7647058823529411,0,0,0,3.0,0,0,5,6,-1,11,1,0.02,0,0,1
45,10,35,55,0,13,0.7647058823529411,0,0,0,10.0,1,0,6,6,0,12,1,0.02,0,0,1
42,39,3,81,1,13,0.7647058823529411,0,1,0,3.0,0,0,2,4,-2,6,2,0.04,0,0,1
20,34,-14,54,0,13,0.7647058823529411,0,1,0,-3.0,0,0,5,6,-1,11,2,0.04,0,0,1
20,23,-3,43,1,13,0.7647058823529411,0,0,1,-2.0,0,0,5,6,-1,11,0,0.0,0,0,1
28,35,-7,63,1,13,0.7647058823529411,0,0,0,9.5,1,1,10,4,6,14,0,0.0,0,0,1
7,38,-31,45,0,13,0.7647058823529411,0,0,0,-2.5,0,0,8,6,2,14,0,0.0,0,0,1
20,26,-6,46,1,13,0.7647058823529411,0,0,1,6.0,0,1,5,3,2,8,1,0.02,0,0,1
16,19,-3,35,1,13,0.7647058823529411,0,1,0,2.0,0,1,5,3,2,8,2,0.04,0,0,1
23,20,3,43,1,14,0.8235294117647058,0,0,0,10.0,1,0,10,8,2,18,0,0.0,0,0,0
38,0,38,38,0,14,0.8235294117647058,0,1,0,8.5,1,0,12,6,6,18,2,0.04,0,0,1
23,20,3,43,1,14,0.8235294117647058,0,0,0,1.0,0,0,5,6,-1,11,0,0.0,0,0,1
28,7,21,35,0,14,0.8235294117647058,0,0,0,6.0,0,0,8,4,4,12,1,0.02,0,0,1
21,14,7,35,1,14,0.8235294117647058,0,0,0,-3.0,0,1,4,4,0,8,0,0.0,0,1,0
51,16,35,67,0,14,0.8235294117647058,0,1,0,1.0,0,0,4,6,-2,10,2,0.04,0,0,1
6,27,-21,33,0,14,0.8235294117647058,0,0,0,-4.0,0,0,6,10,-4,16,0,0.0,0,1,0
17,24,-7,41,1,14,0.8235294117647058,0,1,0,6.0,0,1,6,4,2,10,2,0.04,0,0,1
12,15,-3,27,1,14,0.8235294117647058,0,1,0,6.0,0,1,10,5,5,15,2,0.04,0,0,1
20,33,-13,53,0,14,0.8235294117647058,0,1,0,1.0,0,1,10,7,3,17,2,0.04,0,0,1
10,3,7,13,1,14,0.8235294117647058,0,1,0,11.5,1,0,7,3,4,10,2,0.04,0,0,1
6,35,-29,41,0,14,0.8235294117647058,0,0,0,-10.5,1,0,4,7,-3,11,0,0.0,0,0,1
24,10,14,34,0,14,0.8235294117647058,0,0,0,2.5,0,0,2,4,-2,6,0,0.0,0,0,1
30,8,22,38,0,14,0.8235294117647058,0,0,0,8.0,1,0,7,3,4,10,1,0.02,0,0,1
21,24,-3,45,1,14,0.8235294117647058,0,0,0,4.0,0,1,5,5,0,10,0,0.0,0,0,1
24,31,-7,55,1,14,0.8235294117647058,0,0,0,-2.5,0,0,5,5,0,10,0,0.0,0,0,1
31,23,8,54,0,15,0.8823529411764706,0,0,0,1.0,0,0,5,6,-1,11,1,0.02,0,1,0
16,19,-3,35,1,15,0.8823529411764706,0,0,0,-3.0,0,0,4,8,-4,12,0,0.0,0,1,0
17,40,-23,57,0,15,0.8823529411764706,0,0,0,-3.5,0,0,6,11,-5,17,1,0.02,0,0,1
17,23,-6,40,1,15,0.8823529411764706,0,0,0,2.0,0,1,5,6,-1,11,0,0.0,0,0,1
35,25,10,60,0,15,0.8823529411764706,0,0,0,-2.5,0,1,6,6,0,12,0,0.0,0,0,1
35,38,-3,73,1,15,0.8823529411764706,0,0,0,-4.5,0,0,6,13,-7,19,0,0.0,0,0,1
38,17,21,55,0,15,0.8823529411764706,0,1,0,4.0,0,0,8,5,3,13,2,0.04,0,0,1
14,24,-10,38,0,15,0.8823529411764706,0,0,0,-7.0,1,0,4,10,-6,14,0,0.0,0,0,1
30,13,17,43,0,15,0.8823529411764706,0,0,0,14.5,1,0,8,3,5,11,0,0.0,0,0,1
34,27,7,61,1,15,0.8823529411764706,0,0,0,7.5,1,0,8,10,-2,18,0,0.0,0,0,1
20,30,-10,50,0,15,0.8823529411764706,0,0,0,-4.0,0,0,6,9,-3,15,0,0.0,0,0,1
10,16,-6,26,1,15,0.8823529411764706,0,1,0,2.5,0,1,6,6,0,12,2,0.04,0,1,0
14,34,-20,48,0,15,0.8823529411764706,0,0,0,-6.5,0,0,4,8,-4,12,0,0.0,0,0,1
30,14,16,44,0,15,0.8823529411764706,0,0,0,1.0,0,0,3,5,-2,8,1,0.02,0,0,1
33,16,17,49,0,15,0.8823529411764706,0,0,0,14.5,1,0,11,3,8,14,0,0.0,0,0,1
27,35,-8,62,0,15,0.8823529411764706,0,0,0,2.5,0,1,5,4,1,9,1,0.02,0,1,0
23,20,3,43,1,16,0.9411764705882353,0,1,1,4.0,0,0,6,4,2,10,2,0.04,0,0,1
24,38,-14,62,0,16,0.9411764705882353,0,1,0,3.5,0,1,6,7,-1,13,2,0.04,0,0,1
20,13,7,33,1,16,0.9411764705882353,0,1,0,-7.0,1,1,7,14,-7,21,2,0.04,0,1,0
